Time,Idx,PosX,PosY,PosZ,RotX,RotY,RotZ
2018-11-27 16:24:55:25.63,1,0.7228278,0.82124,0.2096555,354.1768,3.83522,322.1939
2018-11-27 16:24:55:25.63,2,0.8164015,0.9652033,-0.1062236,343.7112,111.4011,175.8416
2018-11-27 16:24:55:25.67,0,0.5797592,0.8258494,-0.3177415,5.294696,176.741,96.24078
2018-11-27 16:24:55:25.67,1,0.7219797,0.8214267,0.2092187,354.1538,3.781974,322.2303
2018-11-27 16:24:55:25.67,2,0.8156883,0.9653133,-0.1064044,343.6743,111.4096,175.8002
2018-11-27 16:24:55:25.71,0,0.5780629,0.8256297,-0.3185254,5.233594,176.7706,96.11487
2018-11-27 16:24:55:25.71,1,0.7212614,0.8215644,0.2087213,354.1313,3.800439,322.2828
2018-11-27 16:24:55:25.71,2,0.8140137,0.9653326,-0.1075035,343.5472,111.4173,175.7475
2018-11-27 16:24:55:25.75,0,0.5762497,0.8255232,-0.3192409,5.239693,176.8164,96.02931
2018-11-27 16:24:55:25.75,1,0.7205333,0.8215681,0.208157,354.1348,3.785226,322.332
2018-11-27 16:24:55:25.75,2,0.8131033,0.9653945,-0.1079888,343.4601,111.4164,175.706
2018-11-27 16:24:55:25.79,0,0.5735942,0.8253723,-0.3200287,5.220104,176.86,95.9707
2018-11-27 16:24:55:25.79,1,0.7195479,0.8216454,0.2074382,354.161,3.775259,322.4099
2018-11-27 16:24:55:25.79,2,0.8120668,0.9654849,-0.1081505,343.3172,111.3818,175.655
2018-11-27 16:24:55:25.83,0,0.5712223,0.8250561,-0.3206134,5.266052,176.9194,95.93916
2018-11-27 16:24:55:25.83,1,0.7183824,0.8216983,0.2066485,354.1472,3.760154,322.509
2018-11-27 16:24:55:25.83,2,0.8113147,0.9656225,-0.1080082,343.2014,111.3403,175.5867
2018-11-27 16:24:55:25.88,0,0.5691288,0.8247805,-0.3212765,5.277936,176.9951,95.94336
2018-11-27 16:24:55:25.88,1,0.7170161,0.8217878,0.2060687,354.1402,3.678933,322.6019
2018-11-27 16:24:55:25.88,2,0.8094789,0.9656002,-0.1089956,343.0663,111.3009,175.527
2018-11-27 16:24:56:25.92,0,0.5678892,0.8245041,-0.3217955,5.331922,176.9712,95.93819
2018-11-27 16:24:56:25.92,1,0.7159445,0.8218737,0.205681,354.0743,3.605844,322.6642
2018-11-27 16:24:56:25.92,2,0.8087248,0.9655924,-0.1094132,342.975,111.2236,175.5326
2018-11-27 16:24:56:25.96,0,0.567766,0.8240293,-0.3221193,5.416581,176.9971,95.94868
2018-11-27 16:24:56:25.96,1,0.7144305,0.821793,0.2051878,354.0544,3.47466,322.7308
2018-11-27 16:24:56:25.96,2,0.8078725,0.9656454,-0.1101175,342.9068,111.0932,175.4866
2018-11-27 16:24:56:26.00,0,0.5679749,0.8240334,-0.3225059,5.403192,176.9905,95.99509
2018-11-27 16:24:56:26.00,1,0.7131888,0.8220695,0.2046461,353.9426,3.390818,322.7745
2018-11-27 16:24:56:26.00,2,0.8073339,0.9657636,-0.1105041,342.812,111.0262,175.4616
2018-11-27 16:24:56:26.04,0,0.5685481,0.8238139,-0.3228933,5.565136,176.8578,96.02525
2018-11-27 16:24:56:26.04,1,0.7120715,0.8220516,0.2041363,353.9525,3.203895,322.8296
2018-11-27 16:24:56:26.04,2,0.8066273,0.9657829,-0.1109473,342.6814,110.9683,175.4363
2018-11-27 16:24:56:26.08,0,0.5690948,0.82332,-0.3237367,5.650457,176.7717,96.05091
2018-11-27 16:24:56:26.08,1,0.7105292,0.8218155,0.2031541,353.9556,2.825339,322.9657
2018-11-27 16:24:56:26.08,2,0.8053502,0.9656699,-0.1117873,342.4631,110.7941,175.3899
2018-11-27 16:24:56:26.12,0,0.5696646,0.8228984,-0.3247041,5.630225,176.6093,95.97211
2018-11-27 16:24:56:26.12,1,0.7095718,0.8218068,0.2024081,354.015,2.701983,323.1069
2018-11-27 16:24:56:26.12,2,0.8047141,0.96574,-0.1120138,342.3351,110.6103,175.4031
2018-11-27 16:24:56:26.16,0,0.5681894,0.8227329,-0.3264551,5.60103,176.3275,95.70975
2018-11-27 16:24:56:26.16,1,0.7080103,0.8218766,0.2015693,354.0742,2.347535,323.3398
2018-11-27 16:24:56:26.16,2,0.8039094,0.9658569,-0.1121038,341.9755,110.302,175.3598
2018-11-27 16:24:56:26.19,0,0.5675629,0.8225855,-0.3275394,5.53368,176.2744,95.56855
2018-11-27 16:24:56:26.19,1,0.7063185,0.8218905,0.2011499,354.0336,2.028573,323.4901
2018-11-27 16:24:56:26.19,2,0.8032873,0.9659121,-0.1121505,341.9114,110.1134,175.3544
2018-11-27 16:24:56:26.23,0,0.5656712,0.8224484,-0.3292559,5.523625,175.9088,95.49084
2018-11-27 16:24:56:26.23,1,0.7036583,0.8223834,0.2013087,353.963,1.706808,323.4728
2018-11-27 16:24:56:26.23,2,0.8026434,0.9658669,-0.1121165,341.919,109.9579,175.313
2018-11-27 16:24:56:26.27,0,0.5663555,0.8219226,-0.3298944,5.574661,175.6853,95.48084
2018-11-27 16:24:56:26.27,1,0.7009962,0.8229439,0.2014656,353.8392,1.40446,323.3894
2018-11-27 16:24:56:26.27,2,0.8019058,0.9658898,-0.1126109,341.9694,109.8785,175.2927
2018-11-27 16:24:56:26.31,0,0.5666773,0.821813,-0.33071,5.537195,175.6413,95.48947
2018-11-27 16:24:56:26.31,1,0.6975334,0.8242515,0.2019646,353.6513,1.053732,323.0967
2018-11-27 16:24:56:26.31,2,0.8010012,0.9658679,-0.113767,341.782,109.8229,175.1963
2018-11-27 16:24:56:26.35,0,0.5668668,0.8219217,-0.3311024,5.610528,175.5668,95.50703
2018-11-27 16:24:56:26.35,1,0.6949446,0.8254157,0.2021615,353.4862,0.7872105,322.8086
2018-11-27 16:24:56:26.35,2,0.8009793,0.9659387,-0.1143257,341.6005,109.8347,175.0901
2018-11-27 16:24:56:26.39,0,0.5672241,0.8222356,-0.3316348,5.677739,175.6085,95.62781
2018-11-27 16:24:56:26.39,1,0.6920549,0.8268025,0.2020025,353.376,0.4933395,322.3705
2018-11-27 16:24:56:26.39,2,0.8010856,0.9659513,-0.1148971,341.3394,109.7271,174.9538
2018-11-27 16:24:56:26.43,0,0.5675086,0.8221631,-0.3322732,5.787354,175.5737,95.70536
2018-11-27 16:24:56:26.43,1,0.6901093,0.8280352,0.2014062,353.3055,0.1831749,322.0217
2018-11-27 16:24:56:26.43,2,0.8015441,0.9659446,-0.1152655,341.1708,109.6039,174.8087
2018-11-27 16:24:56:26.47,0,0.5676095,0.8221201,-0.3327661,5.830054,175.5765,95.71809
2018-11-27 16:24:56:26.47,1,0.6892282,0.8285725,0.2007766,353.287,0.1413888,321.812
2018-11-27 16:24:56:26.47,2,0.8017591,0.965877,-0.1156558,341.3261,109.4906,174.8171
2018-11-27 16:24:56:26.51,0,0.5678743,0.8219217,-0.3331265,5.870613,175.6095,95.73788
2018-11-27 16:24:56:26.51,1,0.6889874,0.828534,0.2001178,353.3695,0.1904052,321.6626
2018-11-27 16:24:56:26.51,2,0.8019892,0.965849,-0.1159493,341.5048,109.3986,174.8505
2018-11-27 16:24:56:26.55,0,0.5678183,0.8214501,-0.3337522,5.882675,175.6195,95.70513
2018-11-27 16:24:56:26.55,1,0.6894078,0.8280481,0.1992154,353.4206,0.2776154,321.6308
2018-11-27 16:24:56:26.55,2,0.8021048,0.96541,-0.1164384,341.7494,109.3314,174.9478
2018-11-27 16:24:56:26.59,0,0.5680047,0.8213588,-0.3340634,5.859068,175.6123,95.70529
2018-11-27 16:24:56:26.59,1,0.6901174,0.8276547,0.1986342,353.5088,0.2834782,321.6978
2018-11-27 16:24:56:26.59,2,0.8019828,0.9653372,-0.1168533,342.0404,109.3683,175.0199
2018-11-27 16:24:56:26.63,0,0.568027,0.8214715,-0.3343816,5.897571,175.5983,95.70764
2018-11-27 16:24:56:26.63,1,0.6917242,0.8273606,0.1981438,353.5017,0.4021541,321.8298
2018-11-27 16:24:56:26.63,2,0.8020494,0.9652416,-0.1174956,342.3236,109.4871,175.0815
2018-11-27 16:24:56:26.67,0,0.5680122,0.8216591,-0.334493,5.926668,175.6118,95.75499
2018-11-27 16:24:56:26.67,1,0.693279,0.8269945,0.1981798,353.5123,0.5922843,321.8991
2018-11-27 16:24:56:26.67,2,0.8021544,0.9651006,-0.1178002,342.5116,109.6218,175.1143
2018-11-27 16:24:56:26.71,0,0.5681421,0.8217343,-0.3347052,5.868295,175.7293,95.80566
2018-11-27 16:24:56:26.71,1,0.6950694,0.826468,0.1985562,353.4862,0.780849,322.0562
2018-11-27 16:24:56:26.71,2,0.8027678,0.9649533,-0.1176735,342.889,109.8054,175.1963
2018-11-27 16:24:56:26.75,0,0.5680983,0.8220258,-0.334616,5.777429,175.8607,95.81702
2018-11-27 16:24:56:26.75,1,0.6972264,0.8263849,0.1993067,353.3842,0.9567004,322.1881
2018-11-27 16:24:56:26.75,2,0.8031751,0.9647202,-0.1183299,343.1267,109.9435,175.2608
2018-11-27 16:24:56:26.79,0,0.5678395,0.8222029,-0.3342621,5.722804,176.0434,95.83869
2018-11-27 16:24:56:26.79,1,0.6987067,0.8266045,0.1998622,353.3189,1.167995,322.2613
2018-11-27 16:24:56:26.79,2,0.8037376,0.9647101,-0.1185794,342.93,110.0474,175.2858
2018-11-27 16:24:56:26.83,0,0.5673226,0.8224624,-0.3337434,5.695505,176.3331,95.85474
2018-11-27 16:24:56:26.83,1,0.7008214,0.8268985,0.2007536,353.2193,1.405398,322.2995
2018-11-27 16:24:56:26.83,2,0.8047597,0.9646791,-0.1185763,342.7503,110.1403,175.2484
2018-11-27 16:24:56:26.87,0,0.5666265,0.8225921,-0.3333216,5.672773,176.5725,95.82487
2018-11-27 16:24:56:26.87,1,0.7022619,0.826996,0.2011993,353.1945,1.51105,322.4182
2018-11-27 16:24:56:26.87,2,0.8054864,0.9648266,-0.1183884,342.7222,110.2232,175.2152
2018-11-27 16:24:56:26.91,0,0.5658532,0.8226485,-0.3325458,5.689374,176.7644,95.78042
2018-11-27 16:24:56:26.91,1,0.7042364,0.8273496,0.2017176,353.1747,1.774147,322.5204
2018-11-27 16:24:56:26.91,2,0.8070744,0.9653998,-0.1172835,342.7695,110.2997,175.2014
2018-11-27 16:24:57:26.94,0,0.5652241,0.8227128,-0.3318244,5.681213,176.8942,95.72913
2018-11-27 16:24:57:26.94,1,0.7056001,0.8277475,0.202069,353.1284,1.943125,322.5714
2018-11-27 16:24:57:26.94,2,0.8076401,0.9656823,-0.1164902,342.7137,110.275,175.2058
2018-11-27 16:24:57:26.98,0,0.5640343,0.8223914,-0.330578,5.666739,177.1826,95.67295
2018-11-27 16:24:57:26.98,1,0.707279,0.8279022,0.2028701,353.1894,2.100162,322.6307
2018-11-27 16:24:57:26.98,2,0.8082824,0.9656548,-0.114909,342.5153,110.2249,174.9935
2018-11-27 16:24:57:27.02,0,0.5633508,0.8222517,-0.3296263,5.675761,177.2548,95.70927
2018-11-27 16:24:57:27.02,1,0.7080845,0.8280016,0.2035906,353.192,2.228888,322.7291
2018-11-27 16:24:57:27.02,2,0.8085927,0.9659299,-0.1137921,342.4544,110.2013,174.8987
2018-11-27 16:24:57:27.06,0,0.5626113,0.8220628,-0.32826,5.792779,177.1878,95.81829
2018-11-27 16:24:57:27.06,1,0.7089032,0.8280338,0.205072,353.1428,2.173679,322.9021
2018-11-27 16:24:57:27.06,2,0.8086261,0.9658218,-0.1125332,342.2177,110.2633,174.8768
2018-11-27 16:24:57:27.10,0,0.5621582,0.8217873,-0.3272502,5.897731,177.1229,95.84529
2018-11-27 16:24:57:27.10,1,0.7093456,0.8280402,0.206355,353.0853,2.119743,323.0311
2018-11-27 16:24:57:27.10,2,0.8081046,0.9656696,-0.1119102,342.2862,110.3691,174.8891
2018-11-27 16:24:57:27.14,0,0.561824,0.8213921,-0.3260143,5.957355,177.0437,95.79988
2018-11-27 16:24:57:27.14,1,0.7096992,0.8280085,0.2081411,353.0239,2.315378,323.0068
2018-11-27 16:24:57:27.14,2,0.807446,0.9656152,-0.111017,342.4241,110.4391,174.9575
2018-11-27 16:24:57:27.18,0,0.5615177,0.8212813,-0.3251839,5.940299,177.0202,95.66687
2018-11-27 16:24:57:27.18,1,0.7094496,0.8279244,0.2093217,352.9814,2.350795,323.0032
2018-11-27 16:24:57:27.18,2,0.8071707,0.9657447,-0.1104065,342.5002,110.5446,174.9554
2018-11-27 16:24:57:27.22,0,0.5612633,0.8216692,-0.3241218,5.778623,177.2848,95.31395
2018-11-27 16:24:57:27.22,1,0.709322,0.8278253,0.210557,352.97,2.626426,322.7975
2018-11-27 16:24:57:27.22,2,0.8070122,0.9658771,-0.1095929,342.3186,110.6559,174.9987
2018-11-27 16:24:57:27.26,0,0.5620712,0.8224159,-0.3233747,5.581115,177.6295,95.0182
2018-11-27 16:24:57:27.26,1,0.7096953,0.8271136,0.210827,353.0894,3.198079,322.4849
2018-11-27 16:24:57:27.26,2,0.8069047,0.9659373,-0.1090555,342.2918,110.7026,175.023
2018-11-27 16:24:57:27.30,0,0.5616773,0.8237722,-0.322455,5.269664,177.7852,95.02176
2018-11-27 16:24:57:27.30,1,0.7100586,0.8257439,0.2108836,353.5981,3.498494,322.3377
2018-11-27 16:24:57:27.30,2,0.806641,0.9661894,-0.1080309,342.2056,110.6536,175.1233
2018-11-27 16:24:57:27.34,0,0.560917,0.8247504,-0.3219419,5.315015,177.4759,95.39603
2018-11-27 16:24:57:27.34,1,0.7105664,0.8246935,0.2102919,353.7331,3.407071,322.571
2018-11-27 16:24:57:27.34,2,0.8065926,0.9663514,-0.1071288,342.0505,110.4774,175.2021
2018-11-27 16:24:57:27.37,0,0.5592798,0.8260363,-0.3217756,5.388916,177.1387,95.94647
2018-11-27 16:24:57:27.37,1,0.7114928,0.82321,0.2095142,354.1435,2.896438,323.2626
2018-11-27 16:24:57:27.37,2,0.8063469,0.9665006,-0.1056567,341.9354,110.203,175.2853
2018-11-27 16:24:57:27.41,0,0.5590377,0.8262635,-0.3216084,5.549443,176.6991,96.35356
2018-11-27 16:24:57:27.41,1,0.7112364,0.8220922,0.2090926,354.2386,2.274479,323.9138
2018-11-27 16:24:57:27.41,2,0.8061552,0.9667796,-0.1045248,342.0453,109.9693,175.3582
2018-11-27 16:24:57:27.45,0,0.5596428,0.826215,-0.3213804,5.68993,175.9809,96.68026
2018-11-27 16:24:57:27.45,1,0.7102427,0.8212525,0.209632,354.2658,1.649926,324.5396
2018-11-27 16:24:57:27.45,2,0.8058833,0.9669885,-0.1027483,342.1826,109.6445,175.3235
2018-11-27 16:24:57:27.49,0,0.5597994,0.8262103,-0.321637,5.752334,175.6416,96.74635
2018-11-27 16:24:57:27.49,1,0.7088696,0.8211016,0.2106873,354.2563,1.471587,324.6841
2018-11-27 16:24:57:27.49,2,0.8055652,0.9670773,-0.1013272,342.3235,109.428,175.3246
2018-11-27 16:24:57:27.53,0,0.5608245,0.8262575,-0.3219631,5.667349,175.1756,96.61767
2018-11-27 16:24:57:27.53,1,0.7059406,0.8216031,0.2129821,354.2151,1.133704,324.5253
2018-11-27 16:24:57:27.53,2,0.8052641,0.9674914,-0.0990091,342.3966,109.1294,175.3059
2018-11-27 16:24:57:27.57,0,0.5620741,0.8263188,-0.3222833,5.553281,174.6671,96.38369
2018-11-27 16:24:57:27.57,1,0.7025343,0.8222308,0.2154395,354.089,0.7192647,324.3199
2018-11-27 16:24:57:27.57,2,0.8051883,0.967873,-0.09660012,342.4933,108.9693,175.2137
2018-11-27 16:24:57:27.61,0,0.5725212,0.8258157,-0.3209504,5.248187,174.1474,96.21332
2018-11-27 16:24:57:27.61,1,0.6948148,0.8233876,0.2203059,353.6766,358.6262,324.2386
2018-11-27 16:24:57:27.61,2,0.8051331,0.9668932,-0.09286982,341.7634,108.4174,175.3912
2018-11-27 16:24:57:27.65,0,0.5757536,0.8263506,-0.3212863,4.825885,173.8683,96.15444
2018-11-27 16:24:57:27.65,1,0.6856561,0.8249202,0.2253565,353.415,356.5021,323.931
2018-11-27 16:24:57:27.65,2,0.8048848,0.9665453,-0.0897674,341.11,107.9501,175.4109
2018-11-27 16:24:57:27.69,0,0.5812639,0.8282821,-0.3214769,4.214228,172.7322,96.33719
2018-11-27 16:24:57:27.69,1,0.6694013,0.8287389,0.2331813,352.7128,354.836,322.4392
2018-11-27 16:24:57:27.69,2,0.8044842,0.9663019,-0.08623427,340.0557,107.482,175.8634
2018-11-27 16:24:57:27.73,0,0.5843235,0.8302976,-0.3213933,3.963754,171.2475,96.64246
2018-11-27 16:24:57:27.73,1,0.6534208,0.832016,0.2404673,352.45,353.9165,320.565
2018-11-27 16:24:57:27.73,2,0.8045717,0.9659761,-0.08385473,339.5757,106.5048,176.4376
2018-11-27 16:24:57:27.76,0,0.5871789,0.8324677,-0.3217363,4.165886,169.007,97.58871
2018-11-27 16:24:57:27.76,1,0.6290234,0.8356103,0.2508616,351.9128,353.5206,317.0607
2018-11-27 16:24:57:27.76,2,0.8072795,0.9640077,-0.08172935,338.0135,105.3995,176.6327
2018-11-27 16:24:57:27.80,0,0.5889817,0.8345896,-0.3219472,4.535348,167.1606,98.23554
2018-11-27 16:24:57:27.80,1,0.6093855,0.8389548,0.2584645,351.6325,352.5401,314.7394
2018-11-27 16:24:57:27.80,2,0.8104746,0.9647307,-0.07932287,337.3892,104.2082,178.2159
2018-11-27 16:24:57:27.84,0,0.5901567,0.8387367,-0.3222188,4.474224,164.8291,98.584
2018-11-27 16:24:57:27.84,1,0.5863822,0.8464805,0.2681322,350.0764,352.309,311.895
2018-11-27 16:24:57:27.84,2,0.8141961,0.9653917,-0.07421535,335.4296,102.6958,177.9216
2018-11-27 16:24:57:27.88,0,0.5905964,0.8403937,-0.3216546,4.687814,163.2325,98.91396
2018-11-27 16:24:57:27.88,1,0.5711374,0.8528324,0.2740622,349.381,352.7888,309.2909
2018-11-27 16:24:57:27.88,2,0.8157102,0.9660415,-0.07041341,333.8311,102.6474,177.6643
2018-11-27 16:24:58:27.92,0,0.5898365,0.8421621,-0.3202935,5.245713,161.0703,98.92982
2018-11-27 16:24:58:27.92,1,0.5553532,0.8624192,0.2790965,349.126,353.0576,306.7006
2018-11-27 16:24:58:27.92,2,0.8129174,0.9684711,-0.06752902,332.7825,103.1409,177.6949
2018-11-27 16:24:58:27.96,0,0.5873256,0.8434348,-0.319196,5.280741,159.4118,98.72429
2018-11-27 16:24:58:27.96,1,0.5470147,0.8691702,0.2812349,348.7762,353.406,304.8893
2018-11-27 16:24:58:27.96,2,0.807945,0.9701602,-0.06629926,333.8211,102.9355,178.4574
2018-11-27 16:24:58:28.00,0,0.580732,0.8434674,-0.317406,5.36038,157.7569,98.51881
2018-11-27 16:24:58:28.00,1,0.5380456,0.8743952,0.2813658,349.3167,353.7157,303.0343
2018-11-27 16:24:58:28.00,2,0.7991644,0.9718918,-0.06547767,335.097,103.367,178.356
2018-11-27 16:24:58:28.04,0,0.572646,0.8425707,-0.3158327,5.519077,156.6079,98.50507
2018-11-27 16:24:58:28.04,1,0.5349488,0.8745382,0.2807443,349.5922,353.9004,302.4559
2018-11-27 16:24:58:28.04,2,0.7914659,0.9727186,-0.06562835,336.2031,103.3529,179.2274
2018-11-27 16:24:58:28.08,0,0.5581399,0.8412036,-0.3121981,6.008149,155.5622,98.62799
2018-11-27 16:24:58:28.08,1,0.535723,0.8712856,0.2799483,349.3385,353.8118,302.963
2018-11-27 16:24:58:28.08,2,0.7806499,0.9729182,-0.064421,336.1544,105.0683,179.2725
2018-11-27 16:24:58:28.12,0,0.5374633,0.8397804,-0.3080969,6.650954,155.6795,99.05987
2018-11-27 16:24:58:28.12,1,0.5417132,0.8637164,0.2792112,349.2091,354.4311,305.0163
2018-11-27 16:24:58:28.12,2,0.7661617,0.9719632,-0.06292623,337.3686,105.6227,179.1525
2018-11-27 16:24:58:28.16,0,0.5183755,0.8383762,-0.3045576,7.12926,156.6753,99.55609
2018-11-27 16:24:58:28.16,1,0.5494605,0.8562687,0.2778733,348.8706,355.6618,306.9556
2018-11-27 16:24:58:28.16,2,0.7544136,0.969945,-0.06208843,337.9936,106.3632,178.8899
2018-11-27 16:24:58:28.20,0,0.4876046,0.8353624,-0.3001142,7.938911,158.6005,100.504
2018-11-27 16:24:58:28.20,1,0.5616498,0.8450872,0.2748986,348.8995,357.5393,310.1609
2018-11-27 16:24:58:28.20,2,0.7364374,0.9648679,-0.06086165,338.105,107.6368,178.1292
2018-11-27 16:24:58:28.24,0,0.4625431,0.8330609,-0.2973998,8.767827,159.8435,101.4174
2018-11-27 16:24:58:28.24,1,0.5735029,0.8364726,0.2728481,348.8202,358.3772,312.5529
2018-11-27 16:24:58:28.24,2,0.7226053,0.9616321,-0.059439,339.2491,107.8261,177.6488
2018-11-27 16:24:58:28.28,0,0.4283091,0.8349948,-0.292668,9.578035,161.3487,102.8771
2018-11-27 16:24:58:28.28,1,0.5899638,0.8301337,0.2691072,348.7344,357.8717,316.4879
2018-11-27 16:24:58:28.28,2,0.706728,0.963854,-0.05423421,341.6315,105.993,178.2389
2018-11-27 16:24:58:28.32,0,0.4032377,0.8379219,-0.2893196,10.40048,161.7281,104.166
2018-11-27 16:24:58:28.32,1,0.6031384,0.8291894,0.2646734,348.0264,359.7232,319.0136
2018-11-27 16:24:58:28.32,2,0.6958234,0.9637963,-0.05309707,343.3269,105.3074,176.8085
2018-11-27 16:24:58:28.36,0,0.3708557,0.8431283,-0.2856768,12.21994,163.1859,106.3211
2018-11-27 16:24:58:28.36,1,0.6176045,0.8285209,0.2591072,348.6889,3.748258,321.7093
2018-11-27 16:24:58:28.36,2,0.6812116,0.9646709,-0.05746645,341.112,106.4701,176.4315
2018-11-27 16:24:58:28.40,0,0.3492701,0.8483478,-0.2828463,13.00525,164.2965,107.6273
2018-11-27 16:24:58:28.40,1,0.6244789,0.8291914,0.2559618,348.752,5.18724,324.6828
2018-11-27 16:24:58:28.40,2,0.6709455,0.9664846,-0.0587365,340.5701,106.5671,176.0116
2018-11-27 16:24:58:28.43,0,0.3226222,0.8532659,-0.2797437,14.03905,166.316,109.1125
2018-11-27 16:24:58:28.43,1,0.6269881,0.8297138,0.2533644,347.9206,4.20029,327.6989
2018-11-27 16:24:58:28.43,2,0.6607181,0.9667411,-0.05604261,339.3599,106.7848,175.5112
2018-11-27 16:24:58:28.47,0,0.3053805,0.855792,-0.2776768,14.24236,167.8922,110.1362
2018-11-27 16:24:58:28.47,1,0.6249233,0.8292572,0.2529092,348.184,4.556834,328.6933
2018-11-27 16:24:58:28.47,2,0.6520107,0.9673188,-0.05365652,339.47,105.9917,174.822
2018-11-27 16:24:58:28.51,0,0.287307,0.8580739,-0.2745196,14.58471,168.6978,110.9913
2018-11-27 16:24:58:28.51,1,0.6168121,0.8294201,0.2541353,348.5593,4.892623,329.7354
2018-11-27 16:24:58:28.51,2,0.6419698,0.9683473,-0.04990262,339.4544,105.3616,174.2396
2018-11-27 16:24:58:28.55,0,0.2776513,0.8590089,-0.2723417,15.12091,168.5181,111.3195
2018-11-27 16:24:58:28.55,1,0.6052449,0.8297338,0.2566014,348.7755,4.357487,330.609
2018-11-27 16:24:58:28.55,2,0.6346908,0.9695284,-0.04659635,339.8284,104.8206,173.1361
2018-11-27 16:24:58:28.59,0,0.2693509,0.859453,-0.2697777,15.38453,167.8406,111.3477
2018-11-27 16:24:58:28.59,1,0.5823553,0.8305222,0.2616764,348.6918,1.891351,331.3936
2018-11-27 16:24:58:28.59,2,0.6242988,0.9706836,-0.04420394,338.3262,105.3382,172.7372
2018-11-27 16:24:58:28.63,0,0.2652129,0.8582064,-0.2680449,15.61085,167.4118,111.0623
2018-11-27 16:24:58:28.63,1,0.5610334,0.8308257,0.2670388,348.734,359.5504,331.0881
2018-11-27 16:24:58:28.63,2,0.6155088,0.9714345,-0.04156643,337.5676,105.8093,172.6414
2018-11-27 16:24:58:28.67,0,0.2623179,0.8550965,-0.2667021,15.20042,166.68,110.3193
2018-11-27 16:24:58:28.67,1,0.5275369,0.8311417,0.2756521,348.5069,356.7145,329.588
2018-11-27 16:24:58:28.67,2,0.6029009,0.9713843,-0.03730303,337.0714,105.7028,172.5415
2018-11-27 16:24:58:28.71,0,0.2611289,0.8518295,-0.2668193,14.65385,166.1172,109.3798
2018-11-27 16:24:58:28.71,1,0.498998,0.8315185,0.2825602,348.2917,354.3851,328.0498
2018-11-27 16:24:58:28.71,2,0.5924934,0.9707526,-0.03370315,336.5847,105.3211,172.8795
2018-11-27 16:24:58:28.75,0,0.2611427,0.8475468,-0.2681883,12.87115,165.3719,107.9382
2018-11-27 16:24:58:28.75,1,0.4558686,0.832306,0.2922555,347.8521,351.3485,325.5353
2018-11-27 16:24:58:28.75,2,0.5765182,0.9689438,-0.02740306,336.2033,104.7251,173.7867
2018-11-27 16:24:58:28.79,0,0.2621957,0.8446307,-0.2684465,11.42722,164.396,106.8035
2018-11-27 16:24:58:28.79,1,0.4201461,0.8334163,0.2997048,347.2274,349.1293,323.2435
2018-11-27 16:24:58:28.79,2,0.5633252,0.967088,-0.02180427,336.7336,104.3335,174.2875
2018-11-27 16:24:58:28.83,0,0.261988,0.8413385,-0.2681571,10.38203,162.778,105.8364
2018-11-27 16:24:58:28.83,1,0.3687913,0.8372654,0.3090945,345.9307,346.5543,319.5808
2018-11-27 16:24:58:28.83,2,0.544189,0.9630745,-0.01404279,337.1772,104.1807,175.3753
2018-11-27 16:24:58:28.87,0,0.2616724,0.8392934,-0.2672977,9.775195,162.3583,105.7134
2018-11-27 16:24:58:28.87,1,0.3290282,0.841898,0.316442,345.1554,345.3731,315.8315
