Time,Idx,PosX,PosY,PosZ,RotX,RotY,RotZ
2018-11-27 16:18:29:9.17,1,0.9395579,0.9947556,0.2734742,23.6712,15.19812,260.5826
2018-11-27 16:18:29:9.17,2,1.155915,0.9960433,-0.1311656,348.1771,81.06335,189.8566
2018-11-27 16:18:29:9.21,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:29:9.21,1,0.9247564,1.001162,0.274605,23.66375,12.90193,258.8339
2018-11-27 16:18:29:9.21,2,1.158408,0.9973637,-0.1290063,350.6566,80.56001,189.3099
2018-11-27 16:18:29:9.25,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:29:9.25,1,0.9157324,1.007909,0.2746875,23.85946,11.54512,257.3277
2018-11-27 16:18:29:9.25,2,1.158312,0.9982654,-0.1272165,351.2798,80.75266,189.9236
2018-11-27 16:18:29:9.29,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:29:9.29,1,0.90493,1.018036,0.274202,23.58106,9.122698,254.9725
2018-11-27 16:18:29:9.29,2,1.155838,1.000075,-0.125679,351.4239,80.61153,190.3328
2018-11-27 16:18:29:9.33,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:29:9.33,1,0.8985801,1.024861,0.2739211,23.08272,7.899081,253.6435
2018-11-27 16:18:29:9.33,2,1.152643,1.00157,-0.1248448,350.804,80.7654,191.1281
2018-11-27 16:18:29:9.37,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:29:9.37,1,0.8928113,1.031578,0.2744384,22.49847,6.630045,252.2653
2018-11-27 16:18:29:9.37,2,1.148325,1.0033,-0.1239536,350.7557,80.98138,191.7468
2018-11-27 16:18:29:9.41,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:29:9.41,1,0.8898579,1.034806,0.2749068,22.34914,6.180068,251.6609
2018-11-27 16:18:29:9.41,2,1.145289,1.004473,-0.1231591,350.9703,81.02081,191.9309
2018-11-27 16:18:29:9.45,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:29:9.45,1,0.8883537,1.037549,0.2755036,22.35899,6.554205,251.3827
2018-11-27 16:18:29:9.45,2,1.142008,1.006072,-0.120551,350.7862,80.91702,192.2379
2018-11-27 16:18:29:9.49,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:29:9.49,1,0.8878943,1.038437,0.2760724,22.41112,6.916595,251.3645
2018-11-27 16:18:29:9.49,2,1.138661,1.007023,-0.1197259,350.7375,80.72231,192.2887
2018-11-27 16:18:29:9.53,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:29:9.53,1,0.8870239,1.038952,0.2758176,22.24835,7.881024,251.7341
2018-11-27 16:18:29:9.53,2,1.134021,1.008768,-0.1188934,350.4229,80.22051,192.4609
2018-11-27 16:18:29:9.56,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:29:9.56,1,0.8855677,1.038291,0.2747893,22.17492,8.726929,252.3199
2018-11-27 16:18:29:9.56,2,1.130629,1.010073,-0.1183752,350.0351,79.76208,192.6548
2018-11-27 16:18:29:9.60,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:29:9.60,1,0.8819435,1.035692,0.2723898,22.30972,9.684107,253.3529
2018-11-27 16:18:29:9.60,2,1.125614,1.011895,-0.119583,349.7254,79.54974,192.8477
2018-11-27 16:18:29:9.64,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:29:9.64,1,0.8755479,1.031301,0.2678191,22.31147,10.57001,254.8109
2018-11-27 16:18:29:9.64,2,1.119416,1.013462,-0.1218708,349.5348,79.54957,193.035
2018-11-27 16:18:29:9.68,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:29:9.68,1,0.8706547,1.027156,0.2635472,22.09846,11.08376,255.8867
2018-11-27 16:18:29:9.68,2,1.113822,1.013181,-0.124352,349.1559,79.68477,192.8927
2018-11-27 16:18:29:9.72,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:29:9.72,1,0.8636987,1.020707,0.2571017,21.3202,11.71008,257.2531
2018-11-27 16:18:29:9.72,2,1.105029,1.010976,-0.1283581,348.6995,79.91418,192.1739
2018-11-27 16:18:29:9.76,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:29:9.76,1,0.8596258,1.015324,0.2524127,20.91996,12.3068,258.2139
2018-11-27 16:18:29:9.76,2,1.096759,1.008122,-0.1323205,348.7643,80.05375,191.2189
2018-11-27 16:18:29:9.80,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:29:9.80,1,0.8552836,1.008137,0.2464411,21.15429,13.36322,259.0489
2018-11-27 16:18:29:9.80,2,1.084488,1.004059,-0.1377557,348.9518,80.27942,189.9264
2018-11-27 16:18:29:9.84,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:29:9.84,1,0.8528789,1.004103,0.2423178,21.45813,14.45456,259.3605
2018-11-27 16:18:29:9.84,2,1.07653,1.002179,-0.1409424,348.2811,80.48225,189.4944
2018-11-27 16:18:30:9.88,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:9.88,1,0.8506465,1.00151,0.2365453,22.11168,16.48643,259.7949
2018-11-27 16:18:30:9.88,2,1.068951,1.002284,-0.1435824,346.6159,79.9579,190.5348
2018-11-27 16:18:30:9.92,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:9.92,1,0.8502262,1.002039,0.2333496,23.14591,18.23779,259.9596
2018-11-27 16:18:30:9.92,2,1.064243,1.002845,-0.147069,346.3014,80.0912,190.7629
2018-11-27 16:18:30:9.96,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:9.96,1,0.8493093,1.006857,0.2309327,23.48477,19.23096,259.7704
2018-11-27 16:18:30:9.96,2,1.058296,1.002306,-0.1566418,345.0606,82.80544,188.2696
2018-11-27 16:18:30:10.00,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.00,1,0.8487314,1.012196,0.2313041,22.33105,19.09974,258.6725
2018-11-27 16:18:30:10.00,2,1.05557,1.00094,-0.1596511,343.2286,82.74646,187.2749
2018-11-27 16:18:30:10.04,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.04,1,0.8490154,1.018381,0.2322881,21.4982,19.92626,257.6815
2018-11-27 16:18:30:10.04,2,1.050733,1.002958,-0.1603939,344.1374,82.86367,186.5892
2018-11-27 16:18:30:10.08,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.08,1,0.8497646,1.022332,0.2332591,21.97959,21.02091,257.3489
2018-11-27 16:18:30:10.08,2,1.045006,1.003948,-0.1645105,343.8016,83.32124,186.0594
2018-11-27 16:18:30:10.12,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.12,1,0.8483893,1.026412,0.235324,22.03986,21.74872,256.7004
2018-11-27 16:18:30:10.12,2,1.038865,1.004827,-0.1659287,343.6357,83.81929,185.7385
2018-11-27 16:18:30:10.16,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.16,1,0.8473542,1.028888,0.2381134,21.35312,22.06681,256.4945
2018-11-27 16:18:30:10.16,2,1.034186,1.004701,-0.1659911,343.7363,84.02015,185.5176
2018-11-27 16:18:30:10.20,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.20,1,0.844679,1.030465,0.2412743,20.70982,22.30075,256.3904
2018-11-27 16:18:30:10.20,2,1.028062,1.004413,-0.1639321,344.2243,83.9732,185.3862
2018-11-27 16:18:30:10.23,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.23,1,0.8413349,1.030283,0.242948,20.85498,22.42174,256.4643
2018-11-27 16:18:30:10.23,2,1.023778,1.004532,-0.159226,344.7792,83.46991,185.4542
2018-11-27 16:18:30:10.27,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.27,1,0.8349965,1.028803,0.2447596,20.91567,22.16438,256.7747
2018-11-27 16:18:30:10.27,2,1.017667,1.003579,-0.1534391,344.9303,83.052,185.761
2018-11-27 16:18:30:10.32,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.32,1,0.8259486,1.026276,0.2467838,21.05733,21.35178,256.917
2018-11-27 16:18:30:10.32,2,1.010584,1.00201,-0.1476687,345.4968,82.49227,186.2109
2018-11-27 16:18:30:10.35,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.35,1,0.8170549,1.024245,0.2490137,21.53514,20.57501,256.9169
2018-11-27 16:18:30:10.35,2,1.005447,1.000948,-0.1421552,346.0381,81.95573,186.7051
2018-11-27 16:18:30:10.39,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.39,1,0.8016474,1.022768,0.2542756,21.77624,18.60611,256.5929
2018-11-27 16:18:30:10.39,2,0.9974412,0.99885,-0.1359482,346.9899,81.61378,187.886
2018-11-27 16:18:30:10.43,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.43,1,0.787395,1.023116,0.2594971,21.72907,16.59289,255.8746
2018-11-27 16:18:30:10.43,2,0.9902992,0.997394,-0.1324788,348.2976,81.56789,188.9221
2018-11-27 16:18:30:10.48,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.48,1,0.7664697,1.025113,0.267116,21.5037,13.51022,254.5593
2018-11-27 16:18:30:10.48,2,0.9805182,0.9978678,-0.1302488,348.9282,82.12075,190.2917
2018-11-27 16:18:30:10.52,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.52,1,0.7463503,1.030276,0.273109,20.88878,10.84814,253.6655
2018-11-27 16:18:30:10.52,2,0.9736612,0.9987949,-0.1284762,348.6599,83.46281,191.0215
2018-11-27 16:18:30:10.56,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.56,1,0.726398,1.033217,0.2794181,18.83842,7.895587,251.9745
2018-11-27 16:18:30:10.56,2,0.9729567,0.9955429,-0.1212527,347.0215,81.80024,190.7283
2018-11-27 16:18:30:10.60,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.60,1,0.7135297,1.033882,0.2819101,17.60794,6.281195,251.96
2018-11-27 16:18:30:10.60,2,0.9724454,0.9967414,-0.1153985,349.9825,80.37469,190.1982
2018-11-27 16:18:30:10.64,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.64,1,0.7003667,1.033602,0.2823365,17.4796,5.293836,252.128
2018-11-27 16:18:30:10.64,2,0.9681722,0.998135,-0.1106673,350.9437,80.03345,190.4949
2018-11-27 16:18:30:10.68,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.68,1,0.6932119,1.033296,0.281953,17.91626,4.427164,252.2855
2018-11-27 16:18:30:10.68,2,0.963058,1.000742,-0.106376,351.4138,79.59875,191.2263
2018-11-27 16:18:30:10.72,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.72,1,0.6850663,1.030257,0.2819101,18.80035,4.466632,253.092
2018-11-27 16:18:30:10.72,2,0.953469,1.00411,-0.1007779,351.4126,79.16187,192.3345
2018-11-27 16:18:30:10.76,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.76,1,0.6783905,1.026085,0.2830943,18.6016,3.851125,254.1611
2018-11-27 16:18:30:10.76,2,0.9448371,1.005456,-0.09789604,350.7458,79.07589,192.9075
2018-11-27 16:18:30:10.80,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.80,1,0.6693852,1.018685,0.2852127,17.69859,3.79071,256.0757
2018-11-27 16:18:30:10.80,2,0.9322648,1.0058,-0.09466678,350.7965,79.34764,193.2535
2018-11-27 16:18:30:10.83,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:30:10.83,1,0.6631759,1.012275,0.2873909,17.7993,3.879832,257.6896
2018-11-27 16:18:30:10.83,2,0.9220399,1.005223,-0.09165746,351.2921,79.63107,192.891
2018-11-27 16:18:31:10.88,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:10.88,1,0.6542094,1.003908,0.2905302,18.17772,4.414046,259.4849
2018-11-27 16:18:31:10.88,2,0.9056761,1.003266,-0.08702189,351.4898,79.91795,192.3972
2018-11-27 16:18:31:10.91,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:10.91,1,0.6481783,0.9987406,0.2935309,18.10937,5.560069,260.6498
2018-11-27 16:18:31:10.91,2,0.8919978,1.000745,-0.08342487,351.8877,80.34899,192.0386
2018-11-27 16:18:31:10.95,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:10.95,1,0.6393665,0.9928036,0.2989617,17.33461,6.789536,261.8538
2018-11-27 16:18:31:10.95,2,0.8716811,0.9960041,-0.0797115,352.2835,81.02119,191.3259
2018-11-27 16:18:31:10.99,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:10.99,1,0.6326463,0.9891761,0.3039779,16.96909,7.877378,262.7177
2018-11-27 16:18:31:10.99,2,0.8554305,0.9920676,-0.07722646,352.4087,81.65918,190.7159
2018-11-27 16:18:31:11.03,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.03,1,0.6242554,0.9869634,0.3130638,14.68102,9.898639,263.7234
2018-11-27 16:18:31:11.03,2,0.8358824,0.9891356,-0.07383329,351.3961,83.0741,190.3369
2018-11-27 16:18:31:11.07,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.07,1,0.6194767,0.9867833,0.3208213,12.51332,11.56011,265.0753
2018-11-27 16:18:31:11.07,2,0.8239439,0.9908329,-0.06974357,350.0617,81.92551,190.3505
2018-11-27 16:18:31:11.11,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.11,1,0.611855,0.9855057,0.3329058,8.536208,14.97956,267.8986
2018-11-27 16:18:31:11.11,2,0.8071014,0.9954637,-0.07004672,350.4997,83.48967,191.4885
2018-11-27 16:18:31:11.15,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.15,1,0.6042082,0.9799203,0.3444153,5.07041,15.91198,270.4798
2018-11-27 16:18:31:11.15,2,0.7949312,0.9968671,-0.0721119,348.3195,85.04655,191.0054
2018-11-27 16:18:31:11.19,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.19,1,0.5970283,0.9641794,0.3602672,1.422229,17.82802,275.4195
2018-11-27 16:18:31:11.19,2,0.7831018,0.9954211,-0.07151014,346.3859,85.73833,190.6441
2018-11-27 16:18:31:11.23,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.23,1,0.595216,0.9477948,0.3696284,359.5265,19.90499,280.29
2018-11-27 16:18:31:11.23,2,0.7748845,0.9953194,-0.07029396,346.959,86.22183,189.8554
2018-11-27 16:18:31:11.27,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.27,1,0.6001561,0.9253965,0.3769352,357.7174,22.84176,287.3186
2018-11-27 16:18:31:11.27,2,0.7632045,0.9972064,-0.06830996,346.772,86.7429,188.8113
2018-11-27 16:18:31:11.31,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.31,1,0.6073558,0.9087532,0.37848,357.2139,25.59929,293.0356
2018-11-27 16:18:31:11.31,2,0.7551458,0.9990873,-0.06489807,346.1989,87.00791,188.4465
2018-11-27 16:18:31:11.35,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.35,1,0.6208547,0.88977,0.3778372,356.6832,29.05215,300.3268
2018-11-27 16:18:31:11.35,2,0.7442542,0.999918,-0.06058973,346.6178,86.846,187.5731
2018-11-27 16:18:31:11.39,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.39,1,0.631922,0.8782662,0.3762242,355.5023,30.918,305.1234
2018-11-27 16:18:31:11.39,2,0.7355086,0.9999224,-0.0558607,346.8126,86.6294,187.1182
2018-11-27 16:18:31:11.43,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.43,1,0.6438928,0.866184,0.3736671,353.6478,31.5766,310.9228
2018-11-27 16:18:31:11.43,2,0.7225915,1.000112,-0.04790884,347.1811,85.86953,187.0815
2018-11-27 16:18:31:11.46,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.46,1,0.6507992,0.8539398,0.3720912,352.5702,30.14111,316.2219
2018-11-27 16:18:31:11.46,2,0.7083315,0.9982106,-0.03755611,347.7047,84.83791,187.6661
2018-11-27 16:18:31:11.50,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.50,1,0.6517752,0.8453795,0.3719274,351.982,27.77532,320.0924
2018-11-27 16:18:31:11.50,2,0.6972222,0.9952389,-0.02892452,348.4978,84.0087,187.917
2018-11-27 16:18:31:11.54,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.54,1,0.6489555,0.8368649,0.372598,351.6555,24.51493,323.7488
2018-11-27 16:18:31:11.54,2,0.6852155,0.9919804,-0.01994497,349.8722,83.21999,187.8993
2018-11-27 16:18:31:11.58,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.58,1,0.6375705,0.8256922,0.3746516,351.766,19.41995,327.5804
2018-11-27 16:18:31:11.58,2,0.6672227,0.9893867,-0.008077681,352.3366,82.98217,188.2677
2018-11-27 16:18:31:11.62,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.62,1,0.6244746,0.8198999,0.3773594,353.4376,16.44493,329.5947
2018-11-27 16:18:31:11.62,2,0.6528828,0.9930071,-0.003833473,353.7571,84.51369,189.6413
2018-11-27 16:18:31:11.66,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.66,1,0.6011258,0.8176248,0.3795303,352.6605,15.28549,329.5938
2018-11-27 16:18:31:11.66,2,0.6377357,0.9916611,0.004811704,350.4412,85.28458,189.1866
2018-11-27 16:18:31:11.70,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.70,1,0.5803455,0.814484,0.3829865,354.8296,15.52178,327.766
2018-11-27 16:18:31:11.70,2,0.6319169,0.9911944,0.01463968,349.5273,83.32926,189.4827
2018-11-27 16:18:31:11.74,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.74,1,0.5487748,0.8138776,0.3891509,358.3976,14.22254,324.3939
2018-11-27 16:18:31:11.74,2,0.6265546,0.9935975,0.02559859,351.0655,81.11044,189.187
2018-11-27 16:18:31:11.77,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.77,1,0.52147,0.8183421,0.3937879,358.7719,12.11805,322.3206
2018-11-27 16:18:31:11.77,2,0.6216193,0.9945588,0.03178042,350.9823,80.66459,189.7774
2018-11-27 16:18:31:11.81,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.81,1,0.4850354,0.8256993,0.4007071,359.3584,8.327168,318.586
2018-11-27 16:18:31:11.81,2,0.613812,0.99665,0.03932971,350.5363,80.12521,190.7411
2018-11-27 16:18:31:11.85,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:31:11.85,1,0.4580213,0.832091,0.4057691,359.8052,5.88758,316.0847
2018-11-27 16:18:31:11.85,2,0.6077015,0.9985858,0.0442102,350.5841,79.76411,191.6725
2018-11-27 16:18:32:11.89,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:32:11.89,1,0.4247228,0.8413675,0.4112669,359.5745,4.759462,312.6391
2018-11-27 16:18:32:11.89,2,0.5982817,1.000551,0.04977828,350.4541,79.3084,192.5041
2018-11-27 16:18:32:11.93,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:32:11.93,1,0.4026326,0.8469341,0.4153378,0.3016237,4.702876,310.0461
2018-11-27 16:18:32:11.93,2,0.5903081,1.001583,0.05333531,350.2392,79.10069,192.8975
2018-11-27 16:18:32:11.97,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:32:11.97,1,0.3766873,0.8527802,0.4204316,1.028292,4.60372,307.3967
2018-11-27 16:18:32:11.97,2,0.5780385,1.002733,0.05692136,350.5379,79.19058,193.0041
2018-11-27 16:18:32:12.01,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:32:12.01,1,0.3556352,0.8574483,0.4242675,0.9199965,4.384525,305.7646
2018-11-27 16:18:32:12.01,2,0.5638325,1.00343,0.05925757,350.3619,79.75977,192.8259
2018-11-27 16:18:32:12.05,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:32:12.05,1,0.3433874,0.859298,0.4266963,0.9440329,4.223313,305.0332
2018-11-27 16:18:32:12.05,2,0.5522581,1.002175,0.0601598,349.8958,80.6665,193.0583
2018-11-27 16:18:32:12.09,0,0.8085561,1.098817,-0.3049055,349.2064,216.4288,148.6111
2018-11-27 16:18:32:12.09,1,0.3326133,0.8598833,0.4293513,0.8262595,4.829687,304.6039
2018-11-27 16:18:32:12.09,2,0.5358993,0.9983441,0.05984026,350.4209,82.11415,193.3567
