Time,Idx,PosX,PosY,PosZ,RotX,RotY,RotZ
2018-11-27 16:21:56:30.35,0,0.453335,1.025341,-0.1941319,5.386675,231.6396,143.7917
2018-11-27 16:21:56:30.35,1,0.5068616,0.969159,0.04512757,60.38349,0.9975954,283.1169
2018-11-27 16:21:56:30.35,2,0.9271752,0.9852574,-0.1213124,326.0021,102.0052,179.48
2018-11-27 16:21:56:30.39,0,0.4689206,1.025612,-0.1965955,7.797084,231.0298,145.5567
2018-11-27 16:21:56:30.39,1,0.5093532,0.970498,0.05724466,60.57917,0.7602071,281.6919
2018-11-27 16:21:56:30.39,2,0.9293669,0.9859984,-0.120786,325.4782,102.2096,179.7236
2018-11-27 16:21:56:30.43,0,0.4770931,1.025359,-0.204727,9.859779,230.549,146.3753
2018-11-27 16:21:56:30.43,1,0.5132027,0.9707876,0.06732124,61.18673,0.4200558,280.2782
2018-11-27 16:21:56:30.43,2,0.9311584,0.9864806,-0.1209618,325.0168,102.5232,180.0407
2018-11-27 16:21:56:30.47,0,0.4859952,1.023839,-0.224979,12.08925,227.8298,148.1746
2018-11-27 16:21:56:30.47,1,0.5199181,0.9709433,0.08325613,61.58039,1.258208,278.7477
2018-11-27 16:21:56:30.47,2,0.933084,0.987762,-0.1220627,325.0489,102.9664,181.1568
2018-11-27 16:21:56:30.52,0,0.4958372,1.019832,-0.2542049,14.73252,221.1696,149.1214
2018-11-27 16:21:56:30.52,1,0.5281241,0.9716101,0.1013293,60.92194,1.36321,276.5152
2018-11-27 16:21:56:30.52,2,0.9337704,0.9894934,-0.1236953,325.7216,103.2122,182.2759
2018-11-27 16:21:56:30.56,0,0.5002416,1.015823,-0.2801455,17.80635,215.3527,149.3076
2018-11-27 16:21:56:30.56,1,0.5357291,0.9720762,0.1153716,60.33374,2.991014,276.0507
2018-11-27 16:21:56:30.56,2,0.9339934,0.9902987,-0.125565,325.4893,103.2251,182.6375
2018-11-27 16:21:56:30.60,0,0.4988148,1.006646,-0.3168712,21.29611,205.0077,148.3096
2018-11-27 16:21:56:30.60,1,0.5454986,0.9746736,0.1344902,55.55482,1.49877,273.1584
2018-11-27 16:21:56:30.60,2,0.9332887,0.9909441,-0.1284876,325.6307,103.71,182.5609
2018-11-27 16:21:56:30.64,0,0.5064054,1.001661,-0.3369463,21.94611,199.0284,147.6296
2018-11-27 16:21:56:30.64,1,0.5534762,0.9767691,0.1467953,51.77719,0.9870859,271.6552
2018-11-27 16:21:56:30.64,2,0.9314291,0.9915175,-0.1311188,326.5103,103.8019,182.7976
2018-11-27 16:21:56:30.68,0,0.5224898,0.9955901,-0.3560265,20.57436,192.0224,146.3339
2018-11-27 16:21:56:30.68,1,0.5654714,0.9799668,0.158554,46.77341,2.261316,271.4716
2018-11-27 16:21:56:30.68,2,0.9273127,0.991484,-0.1355062,327.0725,104.1324,182.3572
2018-11-27 16:21:56:30.72,0,0.5281152,0.9857758,-0.3705295,20.66492,185.6891,143.7502
2018-11-27 16:21:56:30.72,1,0.5758789,0.9821115,0.168107,38.42345,1.935282,269.9465
2018-11-27 16:21:56:30.72,2,0.9214364,0.9898872,-0.1412473,327.7043,105.553,181.3793
2018-11-27 16:21:56:30.76,0,0.5343304,0.9754039,-0.378265,22.0372,182.7606,142.0142
2018-11-27 16:21:56:30.76,1,0.5820985,0.9832801,0.1724741,29.7031,1.020521,268.8061
2018-11-27 16:21:56:30.76,2,0.9162629,0.9877333,-0.1461776,328.8118,106.842,180.2936
2018-11-27 16:21:56:30.80,0,0.5466191,0.9604746,-0.3835656,24.39007,180.7392,140.0147
2018-11-27 16:21:56:30.80,1,0.5922877,0.981133,0.1737976,22.93601,1.481456,268.8642
2018-11-27 16:21:56:30.80,2,0.9098279,0.9866639,-0.1513055,331.7286,108.7941,177.3978
2018-11-27 16:21:57:30.84,0,0.5656449,0.9488625,-0.3826768,24.78727,180.0767,137.5731
2018-11-27 16:21:57:30.84,1,0.6049236,0.976589,0.1691676,21.94057,5.087734,270.5145
2018-11-27 16:21:57:30.84,2,0.9063553,0.9885973,-0.1530767,333.7824,105.1574,175.9053
2018-11-27 16:21:57:30.88,0,0.5855954,0.9411572,-0.3784066,24.26741,180.3826,136.1803
2018-11-27 16:21:57:30.88,1,0.6135281,0.9745774,0.1649269,19.96157,8.074563,271.3792
2018-11-27 16:21:57:30.88,2,0.903145,0.9890944,-0.1593037,334.2734,105.3246,175.3804
2018-11-27 16:21:57:30.92,0,0.5958191,0.9336541,-0.3734694,24.13157,182.5173,135.228
2018-11-27 16:21:57:30.92,1,0.6200706,0.9727777,0.1586024,15.89849,8.01386,271.7907
2018-11-27 16:21:57:30.92,2,0.8985537,0.9884577,-0.1688693,332.2204,108.2938,174.9665
2018-11-27 16:21:57:30.96,0,0.6035366,0.9283742,-0.3645545,25.69997,184.2652,134.9138
2018-11-27 16:21:57:30.96,1,0.6240762,0.9702081,0.1506697,14.04877,9.355865,272.8646
2018-11-27 16:21:57:30.96,2,0.8952335,0.9875149,-0.1775063,331.5583,109.7078,173.9562
2018-11-27 16:21:57:31.00,0,0.5937644,0.927901,-0.3585616,26.99129,185.2399,134.8774
2018-11-27 16:21:57:31.00,1,0.625666,0.9686006,0.1454207,12.88619,8.637703,273.4418
2018-11-27 16:21:57:31.00,2,0.8934166,0.9886408,-0.1834736,331.8111,111.2805,173.8007
2018-11-27 16:21:57:31.04,0,0.5676188,0.9337532,-0.3502182,27.2499,188.9929,136.618
2018-11-27 16:21:57:31.04,1,0.6273894,0.9677415,0.1375458,11.32701,9.239796,274.1117
2018-11-27 16:21:57:31.04,2,0.8911008,0.9900486,-0.1886145,331.4154,112.3095,172.7161
2018-11-27 16:21:57:31.08,0,0.5473558,0.9399718,-0.3434291,27.1121,192.4376,138.5305
2018-11-27 16:21:57:31.08,1,0.6263841,0.9672087,0.1326477,11.47175,9.267916,274.1796
2018-11-27 16:21:57:31.08,2,0.8897099,0.9900069,-0.1895024,330.3805,112.8682,171.7691
2018-11-27 16:21:57:31.12,0,0.5257767,0.9498783,-0.3321839,26.30722,196.9445,141.0122
2018-11-27 16:21:57:31.12,1,0.6222079,0.9664299,0.1267689,11.62209,8.42339,273.9966
2018-11-27 16:21:57:31.12,2,0.8871777,0.9908151,-0.1890267,331.0196,112.6297,170.818
2018-11-27 16:21:57:31.16,0,0.5146261,0.9604006,-0.3183013,25.31477,201.9342,142.9685
2018-11-27 16:21:57:31.16,1,0.6136578,0.967441,0.1205558,12.56992,8.225119,273.5791
2018-11-27 16:21:57:31.16,2,0.8824919,0.9914951,-0.1885983,331.179,113.0104,170.0313
2018-11-27 16:21:57:31.20,0,0.5133455,0.9671751,-0.3038561,24.59089,206.3935,143.5422
2018-11-27 16:21:57:31.20,1,0.6037165,0.9696653,0.1154056,12.11879,5.704619,272.8233
2018-11-27 16:21:57:31.20,2,0.8776014,0.9912528,-0.1873887,330.9028,113.6352,169.5437
2018-11-27 16:21:57:31.25,0,0.5059575,0.9730179,-0.2834035,25.17934,212.8089,143.198
2018-11-27 16:21:57:31.25,1,0.5871985,0.9726366,0.1056247,11.80323,1.788697,271.7357
2018-11-27 16:21:57:31.25,2,0.8701593,0.990528,-0.18501,331.5645,113.4311,169.2908
2018-11-27 16:21:57:31.29,0,0.5180926,0.9716441,-0.2550218,30.22084,216.5934,141.4085
2018-11-27 16:21:57:31.29,1,0.5686607,0.976109,0.09249759,10.39096,355.6234,270.6121
2018-11-27 16:21:57:31.29,2,0.8609412,0.9886363,-0.1823422,331.902,113.3537,169.633
2018-11-27 16:21:57:31.33,0,0.5239183,0.9680039,-0.2341391,35.95675,218.1132,139.6738
2018-11-27 16:21:57:31.33,1,0.554408,0.9777088,0.07927084,9.554817,350.4743,269.7894
2018-11-27 16:21:57:31.33,2,0.8531431,0.9869188,-0.1793273,332.3051,112.8938,170.5747
2018-11-27 16:21:57:31.37,0,0.5433606,0.9586586,-0.2049273,44.58219,215.8924,135.6678
2018-11-27 16:21:57:31.37,1,0.5354729,0.9800378,0.06256717,6.920026,342.932,268.4531
2018-11-27 16:21:57:31.37,2,0.8411777,0.9833915,-0.1745134,332.1162,112.6632,171.3145
2018-11-27 16:21:57:31.41,0,0.5374389,0.9517519,-0.1868597,54.28167,207.2638,128.1628
2018-11-27 16:21:57:31.41,1,0.5168964,0.9843402,0.04605317,1.500515,335.1673,267.5777
2018-11-27 16:21:57:31.41,2,0.8279797,0.9787565,-0.1677271,333.0511,112.3701,172.7386
2018-11-27 16:21:57:31.45,0,0.5266443,0.9499326,-0.1784768,54.76982,198.6593,123.3768
2018-11-27 16:21:57:31.45,1,0.4999546,0.9920307,0.03604466,353.4848,328.1096,266.6863
2018-11-27 16:21:57:31.45,2,0.8150675,0.9756357,-0.1615599,335.191,112.1605,174.4575
2018-11-27 16:21:57:31.50,0,0.5109012,0.9493833,-0.181644,52.7864,198.304,128.3089
2018-11-27 16:21:57:31.50,1,0.4892828,0.9958966,0.03437775,349.8668,323.7823,267.6765
2018-11-27 16:21:57:31.50,2,0.8057133,0.9776428,-0.1612894,337.069,113.596,175.2296
2018-11-27 16:21:57:31.54,0,0.4917356,0.950913,-0.191604,55.31274,190.903,126.1709
2018-11-27 16:21:57:31.54,1,0.4792055,0.998275,0.04771978,350.1469,326.4549,265.1053
2018-11-27 16:21:57:31.54,2,0.7936715,0.9772996,-0.1549297,334.2657,113.5694,178.7702
2018-11-27 16:21:57:31.58,0,0.4755186,0.9521683,-0.2058087,55.25666,187.3987,126.1019
2018-11-27 16:21:57:31.58,1,0.4710991,0.9967543,0.0665043,353.771,330.5626,262.902
2018-11-27 16:21:57:31.58,2,0.7863899,0.9787126,-0.1444283,334.8333,111.8206,178.6675
2018-11-27 16:21:57:31.62,0,0.4607366,0.9560069,-0.2206863,52.63063,187.0835,128.1348
2018-11-27 16:21:57:31.62,1,0.4642013,0.9943794,0.08295286,357.319,332.5433,262.7109
2018-11-27 16:21:57:31.62,2,0.7805316,0.9810706,-0.1379802,334.7978,110.5791,178.5294
2018-11-27 16:21:57:31.66,0,0.4453274,0.9637585,-0.2412179,50.31077,183.0984,128.7716
2018-11-27 16:21:57:31.66,1,0.4551547,0.992755,0.107828,0.795156,336.2605,262.5912
2018-11-27 16:21:57:31.66,2,0.7725939,0.9835345,-0.1306624,334.6901,108.6432,179.2523
2018-11-27 16:21:57:31.70,0,0.424786,0.9709875,-0.2634338,47.35451,181.9543,131.2669
2018-11-27 16:21:57:31.70,1,0.4445324,0.9915059,0.1326519,1.594925,338.2463,262.8637
2018-11-27 16:21:57:31.70,2,0.7664074,0.9832203,-0.1244499,334.4183,107.5465,178.757
2018-11-27 16:21:57:31.74,0,0.4163018,0.97542,-0.2764586,46.09412,179.3166,131.4882
2018-11-27 16:21:57:31.74,1,0.4375169,0.9895087,0.1509258,1.555706,339.9448,263.767
2018-11-27 16:21:57:31.74,2,0.7609638,0.9838805,-0.1209643,333.58,107.7078,179.3534
2018-11-27 16:21:57:31.78,0,0.4074429,0.9796755,-0.2891605,44.81759,175.4288,131.1438
2018-11-27 16:21:57:31.78,1,0.4312042,0.9849938,0.1730478,359.2308,343.2569,266.012
2018-11-27 16:21:57:31.78,2,0.7524732,0.9858302,-0.1174806,334.0598,107.099,180.3874
2018-11-27 16:21:57:31.82,0,0.3979217,0.9826355,-0.2983518,42.1596,175.9791,132.896
2018-11-27 16:21:57:31.82,1,0.4279213,0.975763,0.1927477,357.0354,346.1009,268.8342
2018-11-27 16:21:57:31.82,2,0.7433282,0.9871206,-0.1156448,334.3231,106.8797,180.524
2018-11-27 16:21:58:31.87,0,0.4143711,0.9818228,-0.2952803,41.86919,175.0053,134.0303
2018-11-27 16:21:58:31.87,1,0.4297401,0.9615946,0.2094793,356.5515,349.2762,272.0204
2018-11-27 16:21:58:31.87,2,0.7340093,0.9876977,-0.1149076,334.3692,107.306,181.0073
2018-11-27 16:21:58:31.91,0,0.4141209,0.980974,-0.292921,42.39895,173.6145,134.2727
2018-11-27 16:21:58:31.91,1,0.4341589,0.9486995,0.21943,356.6601,351.8809,274.8776
2018-11-27 16:21:58:31.91,2,0.7265968,0.9882789,-0.1146532,334.3594,107.7856,181.2281
2018-11-27 16:21:58:31.95,0,0.4086174,0.9784837,-0.287489,43.9753,171.5651,133.9241
2018-11-27 16:21:58:31.95,1,0.4449105,0.9314986,0.2294249,357.3883,355.5056,279.0222
2018-11-27 16:21:58:31.95,2,0.7147143,0.9889148,-0.1139265,335.2796,108.3785,181.1597
2018-11-27 16:21:58:31.99,0,0.4001856,0.9759445,-0.2817438,44.42768,172.0813,134.895
2018-11-27 16:21:58:31.99,1,0.455807,0.9198163,0.2337021,358.3558,358.3411,281.5865
2018-11-27 16:21:58:31.99,2,0.7053438,0.9885305,-0.1136615,335.39,108.8605,180.5774
2018-11-27 16:21:58:32.03,0,0.3866386,0.9727976,-0.2725666,44.53221,173.2879,135.9138
2018-11-27 16:21:58:32.03,1,0.4743347,0.9052972,0.2355272,1.929577,3.620488,284.3803
2018-11-27 16:21:58:32.03,2,0.6915716,0.986492,-0.1134395,335.2994,110.1813,179.4268
2018-11-27 16:21:58:32.07,0,0.3695443,0.9710169,-0.2628716,45.2234,175.6792,137.7803
2018-11-27 16:21:58:32.07,1,0.4937463,0.8947054,0.2347951,5.025677,9.421113,286.8516
2018-11-27 16:21:58:32.07,2,0.6760024,0.9826581,-0.1133366,335.5552,111.3012,178.1737
2018-11-27 16:21:58:32.11,0,0.3427626,0.9711558,-0.2600115,45.97514,177.3026,139.1809
2018-11-27 16:21:58:32.11,1,0.5069227,0.8876046,0.2325615,8.036282,14.02226,288.627
2018-11-27 16:21:58:32.11,2,0.6637982,0.9789443,-0.1126385,335.7164,112.3162,176.7836
2018-11-27 16:21:58:32.15,0,0.3095679,0.9714732,-0.257232,47.5154,179.4866,141.0438
2018-11-27 16:21:58:32.15,1,0.5219197,0.8820481,0.2282072,9.691029,20.67492,291.1913
2018-11-27 16:21:58:32.15,2,0.6485609,0.9748337,-0.1098922,336.0308,111.1357,174.1308
2018-11-27 16:21:58:32.19,0,0.2843355,0.9738235,-0.2563599,47.72931,180.9274,142.3663
2018-11-27 16:21:58:32.19,1,0.530525,0.881415,0.2242514,9.332111,24.54268,293.2422
2018-11-27 16:21:58:32.19,2,0.63916,0.9743822,-0.1045061,335.5439,109.7838,172.4017
2018-11-27 16:21:58:32.23,0,0.2543701,0.9774491,-0.2564803,48.30326,183.286,144.2334
2018-11-27 16:21:58:32.23,1,0.5345814,0.882818,0.2165813,8.114051,28.86587,295.5104
2018-11-27 16:21:58:32.23,2,0.6240815,0.9731176,-0.1045937,336.1593,107.9284,171.6425
2018-11-27 16:21:58:32.27,0,0.2281188,0.978861,-0.2602122,47.43157,185.7055,145.5262
2018-11-27 16:21:58:32.27,1,0.5298346,0.8822449,0.2114337,8.214602,30.01991,296.5112
2018-11-27 16:21:58:32.27,2,0.6143739,0.97418,-0.1096914,335.1579,110.2028,172.2474
2018-11-27 16:21:58:32.30,0,0.207252,0.9794492,-0.2639336,46.21795,186.0178,144.6215
2018-11-27 16:21:58:32.30,1,0.5130593,0.8826831,0.2072756,7.523162,27.43839,297.5814
2018-11-27 16:21:58:32.30,2,0.6026564,0.9782858,-0.1142341,335.7747,110.719,172.2057
2018-11-27 16:21:58:32.34,0,0.1944741,0.9764639,-0.2686955,45.96482,186.259,143.513
2018-11-27 16:21:58:32.34,1,0.4939837,0.8843648,0.2046444,6.467004,24.36446,296.6995
2018-11-27 16:21:58:32.34,2,0.5970147,0.9790672,-0.1156986,334.7439,111.3424,171.2335
2018-11-27 16:21:58:32.39,0,0.1819974,0.9680331,-0.2761163,44.3019,186.9016,141.9498
2018-11-27 16:21:58:32.39,1,0.4621286,0.8869902,0.2019861,6.550135,21.21964,294.2423
2018-11-27 16:21:58:32.39,2,0.59012,0.97971,-0.114605,332.9522,111.432,172.3834
2018-11-27 16:21:58:32.43,0,0.1727619,0.9580727,-0.2862247,41.59663,185.4398,138.4669
2018-11-27 16:21:58:32.43,1,0.4241092,0.8924568,0.2004467,7.770555,18.08039,291.3159
2018-11-27 16:21:58:32.43,2,0.5824398,0.9823881,-0.1137884,329.4965,111.1185,170.1501
2018-11-27 16:21:58:32.47,0,0.1712167,0.9473183,-0.2978632,38.09554,184.5246,135.7182
2018-11-27 16:21:58:32.47,1,0.3811824,0.9015117,0.2000229,7.829812,14.03725,288.3343
2018-11-27 16:21:58:32.47,2,0.5733229,0.9855787,-0.112135,327.1996,112.2162,169.996
2018-11-27 16:21:58:32.51,0,0.1737823,0.9386529,-0.3073921,35.9433,183.1797,133.3209
2018-11-27 16:21:58:32.51,1,0.3456316,0.9098607,0.200629,7.450344,9.972582,285.5861
2018-11-27 16:21:58:32.51,2,0.5655226,0.9872456,-0.1103957,327.679,111.7683,170.0078
2018-11-27 16:21:58:32.55,0,0.1822342,0.9266444,-0.3194137,35.15649,178.5759,128.5901
2018-11-27 16:21:58:32.55,1,0.2954273,0.9240091,0.2023192,6.118041,4.764461,281.3294
2018-11-27 16:21:58:32.55,2,0.5554819,0.9878291,-0.1071094,327.2831,112.2408,169.896
2018-11-27 16:21:58:32.60,0,0.1920992,0.916604,-0.332001,33.60727,175.6426,124.9154
2018-11-27 16:21:58:32.60,1,0.2454022,0.9416419,0.2043854,5.473211,1.120417,276.3544
2018-11-27 16:21:58:32.60,2,0.5420015,0.9878024,-0.1035977,327.9422,112.7076,170.6138
2018-11-27 16:21:58:32.63,0,0.1997144,0.9116578,-0.3402943,30.67204,173.9529,122.9607
2018-11-27 16:21:58:32.63,1,0.2099251,0.9562552,0.2060328,5.122506,358.9536,272.5057
2018-11-27 16:21:58:32.63,2,0.5300972,0.9870623,-0.1002062,329.7434,112.2962,171.7288
2018-11-27 16:21:58:32.67,0,0.2104642,0.905846,-0.3473569,28.87113,169.1947,119.7716
2018-11-27 16:21:58:32.67,1,0.1658041,0.9775544,0.2085793,3.801864,356.1825,267.5433
2018-11-27 16:21:58:32.67,2,0.5130537,0.9844553,-0.09488612,331.4869,111.9361,173.419
2018-11-27 16:21:58:32.72,0,0.2154571,0.9028122,-0.3509133,27.50765,165.491,117.6181
2018-11-27 16:21:58:32.72,1,0.1264843,0.9980181,0.2124997,2.103524,353.8093,262.7107
2018-11-27 16:21:58:32.72,2,0.4939582,0.9792421,-0.08898431,331.0068,112.7364,174.7963
2018-11-27 16:21:58:32.76,0,0.2120366,0.9017078,-0.3507053,24.63858,165.1364,118.2111
2018-11-27 16:21:58:32.76,1,0.0902878,1.015936,0.2182497,0.5620973,351.7575,258.74
2018-11-27 16:21:58:32.76,2,0.4729984,0.9731201,-0.08438975,330.326,114.29,176.1222
2018-11-27 16:21:58:32.80,0,0.206605,0.9013852,-0.3481023,23.35859,164.3448,118.7484
2018-11-27 16:21:58:32.80,1,0.06878781,1.026255,0.2242888,359.8196,350.8357,256.1696
2018-11-27 16:21:58:32.80,2,0.4562446,0.9706004,-0.08290416,331.7804,116.1821,177.0536
2018-11-27 16:21:59:32.84,0,0.1949919,0.9039186,-0.3404362,22.43494,161.7515,118.8937
2018-11-27 16:21:59:32.84,1,0.04798877,1.036346,0.2344116,358.9644,351.0601,254.4208
2018-11-27 16:21:59:32.84,2,0.4372971,0.973635,-0.0810799,333.3466,118.7669,180.8652
2018-11-27 16:21:59:32.88,0,0.1754626,0.9068677,-0.3299924,22.74552,159.9769,119.0561
2018-11-27 16:21:59:32.88,1,0.03797936,1.039236,0.2462967,359.2318,352.0797,253.6898
2018-11-27 16:21:59:32.88,2,0.425752,0.9749776,-0.06637436,331.7094,116.2965,181.3936
2018-11-27 16:21:59:32.92,0,0.1563226,0.9105384,-0.3212309,22.73992,160.3936,119.3396
2018-11-27 16:21:59:32.92,1,0.03604519,1.036428,0.2557874,0.098657,353.1928,254.5939
2018-11-27 16:21:59:32.92,2,0.4192731,0.9784472,-0.05792361,332.492,112.5461,179.4595
2018-11-27 16:21:59:32.96,0,0.1278026,0.9168691,-0.3089501,22.71432,162.9545,121.1171
2018-11-27 16:21:59:32.96,1,0.03826082,1.024153,0.2685501,1.752507,354.6259,255.5878
2018-11-27 16:21:59:32.96,2,0.4104438,0.9804646,-0.04964143,332.1305,111.3849,178.268
2018-11-27 16:21:59:33.00,0,0.1051308,0.9217812,-0.2996235,23.99152,164.1852,122.5399
2018-11-27 16:21:59:33.00,1,0.04191375,1.010841,0.2779524,2.064948,354.5264,258.5368
2018-11-27 16:21:59:33.00,2,0.4046619,0.9817287,-0.04471344,332.4429,109.952,179.0226
2018-11-27 16:21:59:33.04,0,0.0770576,0.9284902,-0.2878696,25.6641,165.4196,125.0149
2018-11-27 16:21:59:33.04,1,0.05271935,0.9894986,0.28815,0.955395,354.8701,263.2183
2018-11-27 16:21:59:33.04,2,0.3970096,0.9837477,-0.04088789,330.1941,110.0338,179.1954
2018-11-27 16:21:59:33.08,0,0.05658126,0.9338511,-0.2789806,28.08514,165.0374,126.7814
2018-11-27 16:21:59:33.08,1,0.06449509,0.9700177,0.2938723,1.649129,355.8414,267.6911
2018-11-27 16:21:59:33.08,2,0.3908906,0.9850831,-0.03830975,328.9227,109.735,179.4445
2018-11-27 16:21:59:33.12,0,0.03095424,0.9408884,-0.2691877,31.33467,165.1991,129.2345
2018-11-27 16:21:59:33.12,1,0.08607376,0.9453312,0.298543,3.206352,357.612,273.0749
2018-11-27 16:21:59:33.12,2,0.3822252,0.9865645,-0.03490359,329.7515,109.3934,178.9106
2018-11-27 16:21:59:33.16,0,0.01250768,0.9467978,-0.2626244,33.19718,165.7374,131.2198
2018-11-27 16:21:59:33.16,1,0.1048774,0.9279753,0.3006188,3.468984,358.933,277.4854
2018-11-27 16:21:59:33.16,2,0.3750925,0.9879062,-0.03222626,331.7243,108.1847,178.6123
2018-11-27 16:21:59:33.20,0,-0.009811878,0.9541286,-0.2551008,36.28411,166.3369,133.4763
2018-11-27 16:21:59:33.20,1,0.1322887,0.9070559,0.3010849,4.008471,0.6314341,283.5412
2018-11-27 16:21:59:33.20,2,0.3639203,0.9889053,-0.02952796,333.01,108.0289,178.3923
2018-11-27 16:21:59:33.24,0,-0.02487612,0.9579682,-0.2506608,38.13554,167.0874,135.011
2018-11-27 16:21:59:33.24,1,0.1526502,0.8943402,0.2998499,4.892933,3.521662,287.6666
2018-11-27 16:21:59:33.24,2,0.3548971,0.9884488,-0.02809983,334.5998,107.6962,178.4515
2018-11-27 16:21:59:33.28,0,-0.04393554,0.960466,-0.2461174,40.54593,168.0665,136.6849
2018-11-27 16:21:59:33.28,1,0.1765647,0.8804339,0.297247,5.226525,6.841335,292.4192
2018-11-27 16:21:59:33.28,2,0.3418205,0.9855402,-0.02735275,336.3189,107.3155,177.8827
2018-11-27 16:21:59:33.32,0,-0.06053209,0.9596066,-0.242593,42.68125,168.8452,137.3989
2018-11-27 16:21:59:33.32,1,0.1974894,0.8710238,0.2939318,5.024296,10.97125,296.4417
2018-11-27 16:21:59:33.32,2,0.3292513,0.9812469,-0.02667552,337.0402,106.9484,177.1072
2018-11-27 16:21:59:33.36,0,-0.07160151,0.9572899,-0.2412677,43.38585,169.5253,137.5665
2018-11-27 16:21:59:33.36,1,0.2081071,0.8659839,0.2904576,4.683914,13.54351,298.7267
2018-11-27 16:21:59:33.36,2,0.3198417,0.9782621,-0.02531022,337.3489,106.6714,176.5924
2018-11-27 16:21:59:33.40,0,-0.08403623,0.9538892,-0.240643,44.05166,170.3632,137.4777
2018-11-27 16:21:59:33.40,1,0.2152478,0.8626958,0.2849851,3.660811,15.50692,301.2751
2018-11-27 16:21:59:33.40,2,0.3112193,0.9773452,-0.02042228,337.0468,104.2479,174.0255
2018-11-27 16:21:59:33.44,0,-0.09513414,0.9518251,-0.2416236,43.85059,170.8686,137.4006
2018-11-27 16:21:59:33.44,1,0.2151178,0.8622575,0.2788347,2.594632,17.87838,302.9681
2018-11-27 16:21:59:33.44,2,0.3032066,0.9743631,-0.01950675,333.2484,101.9538,171.446
2018-11-27 16:21:59:33.48,0,-0.1022111,0.9497362,-0.2434685,43.48799,173.2342,138.5766
2018-11-27 16:21:59:33.48,1,0.2093807,0.8613819,0.2751217,3.240548,18.91729,303.5374
2018-11-27 16:21:59:33.48,2,0.2971323,0.9746814,-0.02555186,332.9298,104.4078,171.0863
2018-11-27 16:21:59:33.52,0,-0.1064249,0.9481134,-0.2445722,42.31997,172.7323,137.4928
2018-11-27 16:21:59:33.52,1,0.1938463,0.8633393,0.2725723,3.419983,17.88417,303.715
2018-11-27 16:21:59:33.52,2,0.2911876,0.9788066,-0.03081983,334.4129,105.17,173.2091
